numRounds, threshold, numFeat, DISCOUNT, startGuess, accuracy, advUtility, selUtility
200, 50.0, 16, 0.5, 8500.001000000117, 0.9500000000000167, 0.12644528122244295, 0.0
200, 50.0, 16, 0.5, 8500.001000000117, 0.9500000000000167, 0.12581328255848107, 0.0
200, 50.0, 16, 0.5, 8500.001000000117, 0.9500000000000167, 0.12798072625442888, 0.0
200, 50.0, 16, 0.5, 8500.001000000117, 0.9500000000000167, 0.12717027289924096, 0.0
200, 50.0, 16, 0.5, 8500.001000000117, 0.9500000000000167, 0.12867217782998328, 0.0
200, 50.0, 16, 0.5, 8500.001000000117, 0.9500000000000167, 0.12876731997902727, 0.0
200, 50.0, 16, 0.5, 8500.001000000117, 0.9500000000000167, 0.12868299361519772, 0.0
200, 50.0, 16, 0.5, 8500.001000000117, 0.9500000000000167, 0.1273591697867408, 0.0
200, 50.0, 16, 0.5, 8500.001000000117, 0.9500000000000167, 0.12413952484500437, 0.0
200, 50.0, 16, 0.5, 8500.001000000117, 0.9500000000000167, 0.12830579549176277, 0.0
200, 50.0, 16, 0.5, 8500.001000000117, 0.9500000000000167, 0.12804552453783657, 0.0
200, 50.0, 16, 0.5, 8500.001000000117, 0.9500000000000167, 0.12922467778214855, 0.0
200, 50.0, 16, 0.5, 8500.001000000117, 0.9500000000000167, 0.12869996945815762, 0.0
200, 50.0, 16, 0.5, 8500.001000000117, 0.9500000000000167, 0.13011590526413053, 0.0
200, 50.0, 16, 0.5, 8500.001000000117, 0.9500000000000167, 0.12426473454830123, 0.0
200, 50.0, 16, 0.5, 8500.001000000117, 0.9500000000000167, 0.12560588623246385, 0.0
200, 50.0, 16, 0.5, 8500.001000000117, 0.9500000000000167, 0.12410040900210084, 0.0
200, 50.0, 16, 0.5, 8500.001000000117, 0.9500000000000167, 0.12317147406943178, 0.0
200, 50.0, 16, 0.5, 8500.001000000117, 0.9500000000000167, 0.12757852721448512, 0.0
200, 50.0, 16, 0.5, 8500.001000000117, 0.9500000000000167, 0.1327471123147143, 0.0
200, 50.0, 16, 0.5, 8500.001000000117, 0.9500000000000167, 0.1253935398781534, 0.0
200, 50.0, 16, 0.5, 8500.001000000117, 0.9500000000000167, 0.12649320588956262, 0.0
200, 50.0, 16, 0.5, 8500.001000000117, 0.9500000000000167, 0.13159684847550498, 0.0
200, 50.0, 16, 0.5, 8500.001000000117, 0.9500000000000167, 0.12386544524061655, 0.0
200, 50.0, 16, 0.5, 8500.001000000117, 0.9500000000000167, 0.12595077914127134, 0.0
200, 50.0, 16, 0.5, 8500.001000000117, 0.9500000000000167, 0.12474386011041116, 0.0
200, 50.0, 16, 0.5, 8500.001000000117, 0.9500000000000167, 0.12861708092453533, 0.0
200, 50.0, 16, 0.5, 8500.001000000117, 0.9500000000000167, 0.13109658192245346, 0.0
200, 50.0, 16, 0.5, 8500.001000000117, 0.9500000000000167, 0.1285988772161209, 0.0
200, 50.0, 16, 0.5, 8500.001000000117, 0.9500000000000167, 0.12808331378887522, 0.0
