-4.1499999999999995,1,2
-6.280000000000001,1,3
-4.4350000000000005,2,3
-4.229999999999999,1,4
-4.010000000000001,2,4
-5.984999999999999,1,5
-4.01,3,4
-4.03,2,5
-4.869999999999999,1,6
-5.605,3,5
-4.324999999999999,2,6
-4.974999999999998,1,7
-4.055000000000001,4,5
-4.675000000000001,3,6
-4.48,2,7
-4.995000000000003,1,8
-4.834999999999999,4,6
-3.289999999999999,3,7
-4.240000000000002,2,8
-4.625,1,9
-3.9399999999999977,5,6
-4.24,4,7
-5.4,3,8
-4.18,2,9
-4.795,1,10
-3.9000000000000004,5,7
-3.825000000000001,4,8
-3.414999999999999,3,9
-4.275,2,10
-6.08,1,11
-3.7300000000000004,6,7
-5.655000000000001,5,8
-4.579999999999998,4,9
-4.335000000000001,3,10
-3.785,2,11
-5.179999999999996,1,12
-4.204999999999998,6,8
-4.119999999999999,5,9
-4.324999999999999,4,10
-4.520000000000003,3,11
-4.610000000000001,2,12
-5.77,1,13
-1.6900000000000013,7,8
-2.1199999999999974,6,9
-5.799999999999999,5,10
-4.209999999999999,4,11
-5.349999999999998,3,12
-3.9749999999999996,2,13
-5.974999999999998,1,14
-0.11499999999999844,7,9
-4.775,6,10
-4.690000000000001,5,11
-4.414999999999999,4,12
-7.130000000000001,3,13
-4.649999999999999,2,14
-3.445000000000002,1,15
-1.9650000000000034,8,9
-4.145,7,10
-3.9549999999999983,6,11
-5.684999999999999,5,12
-4.26,4,13
-5.225000000000001,3,14
-3.9300000000000015,2,15
-5.145,16,1
-4.615000000000002,8,10
-5.794999999999998,7,11
-4.73,6,12
-6.744999999999999,5,13
-3.844999999999999,4,14
-2.7200000000000006,3,15
-4.544999999999998,16,2
-4.41,9,10
-3.775000000000002,8,11
-2.9899999999999984,7,12
-3.1149999999999984,6,13
-4.515000000000001,5,14
-3.6700000000000017,4,15
-6.235000000000001,16,3
-0.2049999999999983,9,11
-6.48,8,12
0.3149999999999977,7,13
-8.325,6,14
-2.2150000000000016,5,15
-4.789999999999999,16,4
-4.879999999999999,10,11
-4.194999999999997,9,12
-6.195,8,13
-5.959999999999997,7,14
-1.9199999999999982,6,15
-4.374999999999998,16,5
-5.774999999999999,10,12
-3.8149999999999977,9,13
-4.890000000000001,8,14
-0.125,7,15
-5.124999999999998,16,6
-2.789999999999999,11,12
-5.955000000000002,10,13
-4.875,9,14
-2.66,8,15
-3.794999999999998,16,7
-2.705000000000002,11,13
-3.5599999999999987,10,14
-0.32500000000000284,9,15
-5.065000000000001,16,8
-4.68,12,13
-6.5,11,14
-0.240000000000002,10,15
-3.0,16,9
-6.049999999999997,12,14
-2.5100000000000016,11,15
-5.129999999999999,16,10
-4.805,13,14
-1.375,12,15
-3.724999999999998,16,11
-3.014999999999997,13,15
-5.259999999999998,16,12
-0.495000000000001,14,15
-5.329999999999998,16,13
-7.395,16,14
-2.9800000000000004,16,15
