0.7049999999994725,1,2,3,4,5,6,7,8,9,10,11,12,13
11.849999999999888,1,2,3,4,5,6,7,8,9,10,11,12,14
2.734999999999779,1,2,3,4,5,6,7,8,9,10,11,13,14
8.344999999999573,1,2,3,4,5,6,7,8,9,10,11,12,15
-3.2000000000002586,1,2,3,4,5,6,7,8,9,10,12,13,14
-3.7550000000005,1,2,3,4,5,6,7,8,9,10,11,13,15
12.934999999999093,1,2,3,4,5,6,7,8,9,10,11,12,16
3.5200000000002447,1,2,3,4,5,6,7,8,9,11,12,13,14
-13.24500000000019,1,2,3,4,5,6,7,8,9,10,12,13,15
0.9849999999996655,1,2,3,4,5,6,7,8,9,10,11,14,15
1.7899999999992744,1,2,3,4,5,6,7,8,9,10,11,13,16
-0.4799999999998761,1,2,3,4,5,6,7,8,10,11,12,13,14
-5.884999999999593,1,2,3,4,5,6,7,8,9,11,12,13,15
2.3149999999998485,1,2,3,4,5,6,7,8,9,10,12,14,15
-5.585000000000889,1,2,3,4,5,6,7,8,9,10,12,13,16
8.994999999999834,1,2,3,4,5,6,7,8,9,10,11,14,16
0.14499999999978286,1,2,3,4,5,6,7,9,10,11,12,13,14
-6.7749999999999915,1,2,3,4,5,6,7,8,10,11,12,13,15
-4.5400000000001555,1,2,3,4,5,6,7,8,9,11,12,14,15
2.299999999999322,1,2,3,4,5,6,7,8,9,10,13,14,15
9.319999999999638,1,2,3,4,5,6,7,8,9,11,12,13,16
9.709999999999575,1,2,3,4,5,6,7,8,9,10,12,14,16
0.19999999999937756,1,2,3,4,5,6,7,8,9,10,11,15,16
3.8600000000002126,1,2,3,4,5,6,8,9,10,11,12,13,14
3.6450000000000173,1,2,3,4,5,6,7,9,10,11,12,13,15
12.774999999999842,1,2,3,4,5,6,7,8,10,11,12,14,15
6.154999999999546,1,2,3,4,5,6,7,8,9,11,13,14,15
-2.8549999999999827,1,2,3,4,5,6,7,8,10,11,12,13,16
13.75999999999997,1,2,3,4,5,6,7,8,9,11,12,14,16
6.579999999999536,1,2,3,4,5,6,7,8,9,10,13,14,16
-2.915000000000319,1,2,3,4,5,6,7,8,9,10,12,15,16
-6.625000000000568,1,2,3,4,5,7,8,9,10,11,12,13,14
14.419999999999469,1,2,3,4,5,6,7,9,10,11,12,14,15
-7.38999999999983,1,2,3,4,5,6,8,9,10,11,12,13,15
9.064999999999785,1,2,3,4,5,6,7,8,10,11,13,14,15
-0.02500000000051017,1,2,3,4,5,6,7,8,9,10,13,15,16
-9.100000000000428,1,2,3,4,5,6,7,8,9,12,13,14,15
-0.2500000000005329,1,2,3,4,5,6,7,9,10,11,12,13,16
20.394999999999875,1,2,3,4,5,6,7,8,10,11,12,14,16
9.309999999999945,1,2,3,4,5,6,7,8,9,11,13,14,16
8.754999999999633,1,2,3,4,5,6,7,8,9,11,12,15,16
17.71499999999947,1,2,3,4,5,6,7,9,10,11,12,14,16
-4.950000000000067,1,2,3,4,6,7,8,9,10,11,12,13,14
-6.51000000000036,1,2,3,4,5,7,8,9,10,11,12,13,15
6.6399999999997945,1,2,3,4,5,6,7,8,9,10,14,15,16
1.9649999999996766,1,2,3,4,5,6,8,9,10,11,12,14,15
11.869999999999777,1,2,3,4,5,6,7,9,10,11,13,14,15
-1.54999999999999,1,2,3,4,5,6,7,8,10,12,13,14,15
16.874999999999694,1,2,3,4,5,6,7,8,10,11,12,15,16
10.584999999999894,1,2,3,4,5,6,7,8,9,11,13,15,16
-1.4400000000001967,1,2,3,4,5,6,8,9,10,11,12,13,16
5.489999999999974,1,2,3,4,5,6,7,8,10,11,13,14,16
5.539999999999772,1,2,3,4,5,6,7,8,9,12,13,14,16
8.545000000000243,1,2,3,5,6,7,8,9,10,11,12,13,14
-11.285000000000018,1,2,3,4,6,7,8,9,10,11,12,13,15
-2.010000000000474,1,2,3,4,5,7,8,9,10,11,12,14,15
15.179999999999808,1,2,3,4,5,6,7,9,10,11,12,15,16
0.964999999999776,1,2,3,4,5,6,7,8,10,12,13,14,16
-2.575000000000067,1,2,3,4,5,6,7,8,9,12,13,15,16
-2.870000000000047,1,2,3,4,5,6,8,9,10,11,13,14,15
10.584999999999916,1,2,3,4,5,6,7,9,10,12,13,14,15
5.610000000000319,1,2,3,4,5,6,7,8,11,12,13,14,15
-4.450000000000635,1,2,3,4,5,7,8,9,10,11,12,13,16
2.924999999999649,1,2,3,4,5,6,7,8,9,11,14,15,16
13.040000000000028,1,2,3,4,5,6,8,9,10,11,12,14,16
9.909999999999663,1,2,3,4,5,6,7,9,10,11,13,14,16
5.0750000000001165,1,2,3,4,5,6,7,8,10,11,13,15,16
3.4699999999998283,1,2,3,4,5,6,7,9,11,12,13,14,15
-1.3899999999996666,1,2,4,5,6,7,8,9,10,11,12,13,14
-1.9899999999998172,1,2,3,5,6,7,8,9,10,11,12,13,15
8.329999999999629,1,2,3,4,6,7,8,9,10,11,12,14,15
20.634999999999955,1,2,3,4,5,6,7,8,10,11,14,15,16
2.0499999999993364,1,2,3,4,5,7,8,9,10,11,13,14,15
10.134999999999508,1,2,3,4,5,6,7,9,10,12,13,14,16
-8.694999999999752,1,2,3,4,5,6,8,9,10,12,13,14,15
-4.6950000000007535,1,2,3,4,6,7,8,9,10,11,12,13,16
