-6.764999999999837,1,2,3,4,5,6,7,8,9,10,11,12,13,14
9.560000000000116,1,2,3,4,5,6,7,8,9,10,11,12,13,15
-7.279999999999909,1,2,3,4,5,6,7,8,9,10,11,12,14,15
-0.9699999999986915,1,2,3,4,5,6,7,8,9,10,11,12,13,16
-4.109999999999282,1,2,3,4,5,6,7,8,9,10,11,13,14,15
-21.569999999999553,1,2,3,4,5,6,7,8,9,10,11,12,14,16
5.675000000000594,1,2,3,4,5,6,7,8,9,10,12,13,14,15
-6.394999999999435,1,2,3,4,5,6,7,8,9,10,11,13,14,16
-13.59499999999904,1,2,3,4,5,6,7,8,9,10,11,12,15,16
6.554999999999666,1,2,3,4,5,6,7,8,9,11,12,13,14,15
-1.2099999999989848,1,2,3,4,5,6,7,8,9,10,12,13,14,16
-2.4799999999989524,1,2,3,4,5,6,7,8,9,10,11,13,15,16
-0.6250000000002558,1,2,3,4,5,6,7,8,10,11,12,13,14,15
-12.184999999999576,1,2,3,4,5,6,7,8,9,11,12,13,14,16
13.460000000001166,1,2,3,4,5,6,7,8,9,10,12,13,15,16
-10.674999999999592,1,2,3,4,5,6,7,8,9,10,11,14,15,16
-14.970000000000091,1,2,3,4,5,6,7,9,10,11,12,13,14,15
-6.115000000000137,1,2,3,4,5,6,7,8,10,11,12,13,14,16
-2.135000000000204,1,2,3,4,5,6,7,8,9,11,12,13,15,16
-8.274999999999409,1,2,3,4,5,6,7,8,9,10,12,14,15,16
5.224999999999909,1,2,3,4,5,6,8,9,10,11,12,13,14,15
-11.394999999999314,1,2,3,4,5,6,7,9,10,11,12,13,14,16
1.9099999999997763,1,2,3,4,5,6,7,8,10,11,12,13,15,16
-7.494999999999507,1,2,3,4,5,6,7,8,9,11,12,14,15,16
-8.02499999999906,1,2,3,4,5,6,7,8,9,10,13,14,15,16
12.745000000000651,1,2,3,4,5,7,8,9,10,11,12,13,14,15
-5.370000000000552,1,2,3,4,5,6,8,9,10,11,12,13,14,16
-8.439999999999827,1,2,3,4,5,6,7,9,10,11,12,13,15,16
-27.07499999999984,1,2,3,4,5,6,7,8,10,11,12,14,15,16
-12.529999999999703,1,2,3,4,5,6,7,8,9,11,13,14,15,16
11.969999999999857,1,2,3,4,6,7,8,9,10,11,12,13,14,15
