0.4000000000000057,1,2,3,4,5,6,7,8,9,10
-4.324999999999946,1,2,3,4,5,6,7,8,9,11
-5.354999999999983,1,2,3,4,5,6,7,8,10,11
-2.9249999999999545,1,2,3,4,5,6,7,8,9,12
-2.0349999999999326,1,2,3,4,5,6,7,9,10,11
-3.9499999999999744,1,2,3,4,5,6,7,8,10,12
-1.915000000000063,1,2,3,4,5,6,7,8,9,13
-3.4550000000000765,1,2,3,4,5,6,8,9,10,11
-1.180000000000014,1,2,3,4,5,6,7,9,10,12
-8.424999999999905,1,2,3,4,5,6,7,8,11,12
-1.275000000000034,1,2,3,4,5,6,7,8,10,13
0.5550000000000921,1,2,3,4,5,6,7,8,9,14
-3.8949999999998184,1,2,3,4,5,7,8,9,10,11
-0.20999999999995822,1,2,3,4,5,6,8,9,10,12
-1.7549999999999173,1,2,3,4,5,6,7,9,11,12
-1.3499999999999517,1,2,3,4,5,6,7,9,10,13
-9.11000000000005,1,2,3,4,5,6,7,8,11,13
-3.3849999999999767,1,2,3,4,5,6,7,8,10,14
1.07500000000001,1,2,3,4,5,6,7,8,9,15
-4.9199999999998525,1,2,3,4,5,6,7,10,11,12
-5.739999999999647,1,2,3,4,6,7,8,9,10,11
-0.22999999999979082,1,2,3,4,5,7,8,9,10,12
-4.030000000000058,1,2,3,4,5,6,8,9,11,12
0.3449999999998923,1,2,3,4,5,6,8,9,10,13
-5.11500000000003,1,2,3,4,5,6,7,9,11,13
-4.114999999999959,16,1,2,3,4,5,6,7,8,9
-1.105000000000146,1,2,3,4,5,6,7,8,12,13
-1.5500000000000256,1,2,3,4,5,6,7,9,10,14
-2.760000000000076,1,2,3,4,5,6,7,8,10,15
-4.8300000000001475,1,2,3,4,5,6,7,8,11,14
-3.1800000000001276,1,2,3,4,5,6,8,9,11,13
-3.9849999999999426,1,2,3,5,6,7,8,9,10,11
-4.824999999999825,1,2,3,4,6,7,8,9,10,12
-6.864999999999917,1,2,3,4,5,6,7,8,11,15
-5.369999999999791,1,2,3,4,5,7,8,9,11,12
-6.954999999999984,1,2,3,4,5,6,8,10,11,12
-1.825000000000017,1,2,3,4,5,7,8,9,10,13
-1.2900000000000844,1,2,3,4,5,6,7,10,11,13
-0.26499999999995083,1,2,3,4,5,6,7,9,11,14
-1.9850000000000847,1,2,3,4,5,6,7,9,10,15
1.224999999999973,1,2,3,4,5,6,7,9,12,13
-4.920000000000002,16,1,2,3,4,5,6,7,8,10
-1.5100000000000975,1,2,3,4,5,6,8,9,10,14
-2.589999999999833,1,2,3,4,5,6,7,8,12,14
-2.3200000000001424,1,2,3,4,5,6,8,10,11,13
-4.7499999999998295,1,2,4,5,6,7,8,9,10,11
-4.074999999999889,1,2,3,5,6,7,8,9,10,12
-4.284999999999961,1,2,3,4,5,6,7,10,11,14
-3.619999999999976,1,2,3,4,5,6,7,8,13,14
-4.379999999999889,1,2,3,4,5,6,7,8,12,15
-1.4650000000001526,1,2,3,4,5,6,8,9,11,14
-0.4949999999999619,1,2,3,4,5,6,8,9,10,15
-6.539999999999807,1,2,3,4,6,7,8,9,11,12
-0.38500000000004064,1,2,3,4,5,6,7,10,12,13
-4.689999999999948,1,2,3,4,5,7,8,10,11,12
-2.149999999999899,16,1,2,3,4,5,6,7,9,10
