27.7399999999993,1,2,3,4,5,6,7,9,10,11,12,13,14,15,16
-2.024999999999821,1,2,3,4,5,6,8,9,10,11,12,13,14,15,16
-14.130000000001495,1,2,3,4,5,7,8,9,10,11,12,13,14,15,16
-12.70500000000176,1,2,3,4,6,7,8,9,10,11,12,13,14,15,16
-7.0999999999997385,1,2,3,5,6,7,8,9,10,11,12,13,14,15,16
0.44499999999796813,1,2,4,5,6,7,8,9,10,11,12,13,14,15,16
0.6950000000008814,1,3,4,5,6,7,8,9,10,11,12,13,14,15,16
7.994999999999756,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
-0.5099999999991525,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
8.2499999999987,1,2,3,4,5,6,7,8,9,10,11,12,13,14,16
-2.170000000000755,1,2,3,4,5,6,7,8,9,10,11,12,13,15,16
19.139999999998878,1,2,3,4,5,6,7,8,9,10,11,12,14,15,16
17.764999999998842,1,2,3,4,5,6,7,8,9,10,11,13,14,15,16
-3.300000000003017,1,2,3,4,5,6,7,8,9,10,12,13,14,15,16
5.464999999999186,1,2,3,4,5,6,7,8,9,11,12,13,14,15,16
16.115000000000315,1,2,3,4,5,6,7,8,10,11,12,13,14,15,16
