numRounds, threshold, numFeat, avgUtility, startGuess, accuracy, advUtility, selUtility
100, 50.0, 8, 0.5, 75.001, 0.95, 1.2388925723414594, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.2388925723414597, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 0.47637921826265983, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.2431026172176292, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.243102617217629, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.2431026172176292, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.2431026172176292, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.2916468473061054, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.2431026172176292, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 0.2384323764572028, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 0.2384323764572028, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 0.3635576345273549, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 0.3635576345273549, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 0.3635576345273549, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.2431026172176292, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.2916468473061054, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.2431026172176292, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.2916468473061054, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.3598040915010023, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.2911354544132774, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.239724884476288, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.2293250231411053, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.3479642493655641, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.2397248844762878, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.2397248844762876, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.269996342328711, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.2423511120861823, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.2377208707924299, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.2377208707924299, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.2377208707924299, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.2334057768118643, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.2334057768118647, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.2334057768118647, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.233405776811865, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.2423511120861823, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.3598040915010023, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 0.43006872462479717, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.2431026172176292, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.243102617217629, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.243102617217629, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.2880728689851235, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.243102617217629, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.243102617217629, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.2880728689851235, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.3598040915010023, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.243102617217629, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.243102617217629, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.2388925723414597, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.2388925723414597, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.2388925723414599, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.2388925723414599, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.2388925723414599, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.2814570841797146, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.2388925723414599, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.2814570841797146, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.3505419927734297, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.2388925723414597, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.231466408730712, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.2685637495973359, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.231466408730712, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.3342044328297846, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.3598040915010023, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.2815413543403835, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.2423511120861823, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.243102617217629, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.2423511120861823, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.2423511120861825, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.2423511120861823, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.2423511120861825, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.2423511120861823, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.2423511120861823, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.2423511120861823, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.2423511120861823, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.2423511120861823, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.3581507802118193, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.3581507802118193, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.2868919323499928, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.2423511120861823, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 0.329257832117794, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.2868919323499928, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.2388925723414599, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.3581507802118193, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.2388925723414597, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.2388925723414597, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.2388925723414599, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.2431026172176292, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.2377208707924297, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 0.5667872480314982, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.23772087079243, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.280724049220469, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.2397248844762878, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.2397248844762876, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.2397248844762878, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.2397248844762878, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.3523730794700513, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.2397248844762878, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.2397248844762878, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.2397248844762878, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.2397248844762878, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 0.29677988131875416, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.2388925723414599, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.2423511120861823, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 0.43199539446256163, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.3479642493655641, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.2431026172176292, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.2745065275031542, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.2397248844762878, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.2431026172176292, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.243102617217629, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.243102617217629, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.243102617217629, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.243102617217629, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.243102617217629, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.243102617217629, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.2397248844762876, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 0.4236053187400502, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.2423511120861823, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.2423511120861823, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.2388925723414597, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.2397248844762876, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.2891810793172107, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.3384710426083208, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.3384710426083208, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.243102617217629, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.2423511120861823, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.2334057768118647, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.2423511120861825, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.2397248844762876, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.2388925723414597, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.243102617217629, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.243102617217629, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.243102617217629, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.2397248844762878, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.2293250231411055, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.2423511120861825, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 0.1773131913796705, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.2431026172176292, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.243102617217629, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.279615838888382, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 0.1773131913796705, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.2423511120861825, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.2423511120861825, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 0.5452764237313776, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.2423511120861823, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.2388925723414597, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.2388925723414599, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.2388925723414599, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.2388925723414597, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.2388925723414597, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.2388925723414597, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.2388925723414597, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.3505419927734292, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.3505419927734292, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.243102617217629, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.2397248844762878, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.2397248844762878, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.239724884476288, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.2423511120861819, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.2377208707924297, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.2377208707924299, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.2377208707924299, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.23772087079243, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.23772087079243, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.23772087079243, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.2760072289945226, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.3505419927734292, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.2293250231411057, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.2397248844762878, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.2388925723414597, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.2431026172176292, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.243102617217629, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.243102617217629, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 0.3492575654546828, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.243102617217629, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 0.5576652917355042, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.243102617217629, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.243102617217629, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 0.8060129183847534, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.2397248844762878, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.2397248844762878, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.28276500324873, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.2397248844762876, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.2388925723414597, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.2423511120861823, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.271611328010576, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.2423511120861823, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.2423511120861823, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 0.35814633582663347, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.3598040915010021, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.243102617217629, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.2431026172176292, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.2431026172176292, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.2431026172176292, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.2431026172176292, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.2927919979825957, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.2927919979825957, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.2927919979825957, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.2431026172176292, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.3479642493655641, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.242351112086182, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.2388925723414599, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.2388925723414597, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.2388925723414599, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.2861762131771866, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.3598040915010021, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.2431026172176292, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.2377208707924299, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 0.3053114847357591, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.2894142652412544, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.2388925723414599, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 0.5060977253348021, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.2423511120861825, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.2708956088377694, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.243102617217629, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.2388925723414599, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.23772087079243, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.2431026172176292, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.243102617217629, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.231466408730712, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 0.4087229774887273, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.2870085253120145, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.2397248844762878, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.2397248844762878, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.2397248844762876, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.2397248844762876, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.3523730794700515, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.2397248844762878, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.3523730794700517, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.239724884476288, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 0.33254667715541564, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.2397248844762878, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.2431026172176285, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 0.683001571523058, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.233405776811865, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.2377208707924299, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.243102617217629, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.2423511120861823, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.293541194342517, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.2423511120861823, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.2423511120861823, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.2423511120861823, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.3581507802118193, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.2423511120861823, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 0.3036581734465762, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.2423511120861823, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.2880001426820802, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.2880001426820802, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.2880001426820802, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.3581507802118193, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.2423511120861823, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.2880001426820802, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.2880001426820802, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.2423511120861823, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.3581507802118193, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.2423511120861823, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.2880001426820802, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.2423511120861823, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.2423511120861825, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.2783921899800355, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.2377208707924299, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 0.44807714252121666, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 0.5901647141097283, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.2377208707924297, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.243102617217629, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 0.4697749773148767, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.243102617217629, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.243102617217629, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.3598040915010023, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.243102617217629, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.2293250231411057, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.2334057768118647, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.2377208707924297, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.3581507802118198, 0.0
100, 50.0, 8, 0.5, 75.001, 0.95, 1.243102617217629, 0.0
