numRounds, threshold, numFeat, DISCOUNT, startGuess, accuracy, advUtility, selUtility
200, 50.0, 16, 0.5, 8500.001000000117, 0.9500000000000167, 0.007467216843395809, 0.0
200, 50.0, 16, 0.5, 8500.001000000117, 0.9500000000000167, 0.007381948505057453, 0.0
200, 50.0, 16, 0.5, 8500.001000000117, 0.9500000000000167, 0.006329533216026951, 0.0
200, 50.0, 16, 0.5, 8500.001000000117, 0.9500000000000167, 0.007182967403918699, 0.0
200, 50.0, 16, 0.5, 8500.001000000117, 0.9500000000000167, 0.007432666110178052, 0.0
200, 50.0, 16, 0.5, 8500.001000000117, 0.9500000000000167, 0.0067257568483740475, 0.0
200, 50.0, 16, 0.5, 8500.001000000117, 0.9500000000000167, 0.008341047598498443, 0.0
200, 50.0, 16, 0.5, 8500.001000000117, 0.9500000000000167, 0.008718474525432871, 0.0
200, 50.0, 16, 0.5, 8500.001000000117, 0.9500000000000167, 0.010380590193984117, 0.0
200, 50.0, 16, 0.5, 8500.001000000117, 0.9500000000000167, 0.008880237592521423, 0.0
200, 50.0, 16, 0.5, 8500.001000000117, 0.9500000000000167, 0.010364591675410647, 0.0
200, 50.0, 16, 0.5, 8500.001000000117, 0.9500000000000167, 0.008199109904506646, 0.0
200, 50.0, 16, 0.5, 8500.001000000117, 0.9500000000000167, 0.007339453187667341, 0.0
200, 50.0, 16, 0.5, 8500.001000000117, 0.9500000000000167, 0.006252004803254743, 0.0
200, 50.0, 16, 0.5, 8500.001000000117, 0.9500000000000167, 0.005527810844957564, 0.0
200, 50.0, 16, 0.5, 8500.001000000117, 0.9500000000000167, 0.005557959940512718, 0.0
200, 50.0, 16, 0.5, 8500.001000000117, 0.9500000000000167, 0.005270276637035635, 0.0
200, 50.0, 16, 0.5, 8500.001000000117, 0.9500000000000167, 0.0052822918428838146, 0.0
200, 50.0, 16, 0.5, 8500.001000000117, 0.9500000000000167, 0.005212348959190053, 0.0
200, 50.0, 16, 0.5, 8500.001000000117, 0.9500000000000167, 0.005933862407658181, 0.0
200, 50.0, 16, 0.5, 8500.001000000117, 0.9500000000000167, 0.005420208940325845, 0.0
200, 50.0, 16, 0.5, 8500.001000000117, 0.9500000000000167, 0.005801386334891367, 0.0
200, 50.0, 16, 0.5, 8500.001000000117, 0.9500000000000167, 0.005646000059392184, 0.0
200, 50.0, 16, 0.5, 8500.001000000117, 0.9500000000000167, 0.00535576757740307, 0.0
200, 50.0, 16, 0.5, 8500.001000000117, 0.9500000000000167, 0.0048818429568996185, 0.0
200, 50.0, 16, 0.5, 8500.001000000117, 0.9500000000000167, 0.005739636606659099, 0.0
200, 50.0, 16, 0.5, 8500.001000000117, 0.9500000000000167, 0.004848127919269896, 0.0
200, 50.0, 16, 0.5, 8500.001000000117, 0.9500000000000167, 0.006224698967371437, 0.0
200, 50.0, 16, 0.5, 8500.001000000117, 0.9500000000000167, 0.005657093725562801, 0.0
200, 50.0, 16, 0.5, 8500.001000000117, 0.9500000000000167, 0.015133643962904085, 0.0
